dataset,regime,problem_id,route_pairs,h1_effect,h2_effect,h3_success_difference,h3_margin_gap
gsm8k,medium,0a90137d878c466752ea670315566fc7c486b9a1c8c941728aa090500268b88a,36,,0.11111111111111112,0.0,0.25
gsm8k,medium,13e140ab86daaa95907a1336e9956e8b9ba84bb7d22a4e830e4b5b91c577b6c1,36,,0.0,0.0,0.375
gsm8k,medium,003c5304d9aeda0ff30e926faf27e7c05d3f50f4092b2f11e6230f8f386a342e,36,0.0,,0.0,0.0
gsm8k,medium,108322157a1a80c8fffdc04247bb587d51b31ae1098d6050ddaa84e211f3239e,36,,0.0,0.0,-1.625
gsm8k,medium,10e1f8f18d2d7e76129039b75a60cde44d6a9363b635ad9a815db5566e370aa6,36,,-0.055555555555555546,0.0,-0.125
gsm8k,medium,09611f03a9663025cb6a8e83393c35e56c6ada8c2e18b9e16f04e310d71911ed,36,0.0,-0.18333333333333332,0.0,1.125
gsm8k,medium,016b7006ad5b0ff11254e7455223b767cc58025364a3a19065e50a18fcd6b790,36,,-0.027777777777777773,0.0,0.375
gsm8k,medium,0fc725c1e9d630e2603002ee72e5d4e287bb9c7e8e0eb7c92af3898cb85acef6,36,,-0.013888888888888888,0.0,0.875
gsm8k,medium,108dbd98a8139a89720bba86516be71c441f13844d2e00b278f8b22b85013635,36,,-0.013888888888888883,0.0,0.0
gsm8k,medium,06a2b53d8ececf53f1092fc711a0bb794b12888d333bc187d54ea61ccde17db7,36,0.23333333333333334,0.0,0.0,0.375
gsm8k,medium,04652af213b74506abd3f15174298a9bc0e0ac09aed9eed6b1f1edad55136824,36,,-0.009259259259259259,0.0,-0.625
gsm8k,medium,03ea74dbe0e889127611a6a748dd8c83f34ba9125b971f03426c1686b21d39aa,36,,,0.0,0.125
gsm8k,medium,07e68ddc7da04c025b9a9a78a3de743b6425b2b082b8c564b147847de6111d3d,36,,-0.033333333333333326,0.0,-0.25
gsm8k,medium,0db78aa60991967366234e2b072b1e2a623e706b76a8bfecce302ceade066291,36,,0.0,0.0,1.75
gsm8k,medium,088d10c02110355ef22f82f81ed015cac5a87de746a81df9e5d14f3254abe9dc,36,-0.1111111111111111,,0.0,0.625
gsm8k,medium,0172bc0c9804157b5970e65921f8da5f7310e035b257e86f66ddcedef2dd8ce9,36,0.0,-0.04444444444444443,0.0,0.25
gsm8k,medium,06d0657a08d5164257b70fa6d622d5ef73a8d9e8934a605c71d792c52d303983,36,-0.06481481481481481,,0.0,0.25
gsm8k,medium,07cde4e475a98b4bfa2c6756218ad05c143f352779dfcd4b197bc0f2691bd79f,36,-0.2222222222222222,9.25185853854297e-18,0.0,0.0
gsm8k,medium,09a1f6f4ccc6a195576515c83ba810036e3563e2b2ed1881c13c90f5ffc37f1a,36,,0.0,0.0,0.0
gsm8k,medium,01660672c0a47f378ea0431da9c1ba1ec4bbbb577b3cb2949e53b07db074d012,36,0.0,,0.0,0.8125
gsm8k,medium,136aeda7ea6fcf2e6c173e2eb3a3222afd46ffb099d218c36d4643a19168183a,36,,0.1111111111111111,0.0,0.125
gsm8k,medium,0cc2ca2bdd6ee8d664eb1197e8020bac71c25ba0ce52d813fc4adbf08df22378,36,-0.3333333333333333,-0.09999999999999998,0.0,0.25
gsm8k,medium,09a8532e00e3cd9a41779c00b791730f72848bf57e0ea9e380ad034816e7ec31,36,0.0,,0.0,-0.0625
gsm8k,medium,10431490fcbd69a5cd0662519cd650bd98179937b015d81e8163833a05beba28,36,,-0.018518518518518517,0.0,-0.0625
gsm8k,medium,1084abb10503718ac570166b60049bc3a369725c05331856def313eabccf311f,36,,0.0,0.0,-0.25
gsm8k,medium,0d6711e2925a53337f67f59afa6a7f32502619a68b984fef473f8e425ae08e42,36,0.0,,0.0,0.0
gsm8k,medium,06c1abfe55fcc87a2559500d01e1db0ffee09ccde3373bfd33ea7853c4da946b,36,,0.02777777777777778,0.0,0.0
gsm8k,medium,042c02746802e4b6763c837914f0f28fae17f14c6a32cd98c2e254791fc07dfb,36,-0.07777777777777777,,0.0,0.75
gsm8k,medium,069f6cd31d89a97c36ab1db340958a0a435416660ed1f7cc4555a93bc466ac81,36,,0.0,0.0,1.125
gsm8k,medium,00654999ca85285f19b8896f7ffaaf5981bf88701cf26a8e50650cf959fea3da,36,-0.02222222222222222,,0.0,-0.25
gsm8k,medium,02110f4c95ec33333218253ae7507fd0f6bee98c922548bb1b6814b066271c14,36,,0.0,0.0,-0.0625
gsm8k,medium,0264a7faeb62e07f12a024bea6129f85d6dbd974c7bce73ac94d14ec229c4eda,36,,-0.08888888888888886,0.0,-0.125
gsm8k,medium,0dd2f0349ad536b73d1628c7a8ba96eae512476c34cb8f1c105017e1597b15dd,36,1.0,-0.1733333333333333,1.0,0.25
gsm8k,medium,0f822fbb0811bdf80fae5e0a54391aa6cc7cfb7cab69d2504f69f47458c69805,36,,0.0,0.0,-0.5
gsm8k,medium,0e762e85088891d175fbaeb6bfde84da3677c5e15b683f064258d1d66baa3592,36,0.11111111111111115,0.0,1.0,2.5
gsm8k,far,084577c45ab813d1fa5aa0a04257f7dd500557be9e06410a674e3935022f0067,36,,0.0,0.0,-0.375
gsm8k,far,0270a167830c18419ddee1b968f27067a5eb9ef1dacff873ddb1e16c3d017478,36,0.0,0.0,0.0,0.0625
gsm8k,far,081f7a29a59c9ed3ebebd91b1a88384f1280b328ad6be68670f93695ad0c1b0a,36,,0.1111111111111111,0.0,0.25
gsm8k,far,0c0f15cc9083b3f8608ea984d66aa47df39de10a153296bbf8049d091c65d55a,36,0.0,0.0,0.0,-0.25
gsm8k,far,01bfcc0e852a1d29fd4744b97b83fbd3cae6720ba66dde58a9282f0b6a096abf,36,,0.05555555555555556,1.0,0.1875
gsm8k,far,09ee1c457c38650ad6084fc98bea7cf53ca98ba298500a9f3a5453d683000ceb,36,0.0,0.01666666666666667,0.0,0.0
gsm8k,far,0e15d21591acf91047c42bb7c8157aba2ff3743e5f08e228f4f850ee51848dbc,36,,0.0,0.0,0.0
gsm8k,far,053f59b0619cf6f928214a946f513b6d7f51516c53fb4c533578d2ec40c9a18d,36,,0.0,-1.0,-0.5
gsm8k,far,12ba917704bbc51c6e7a1aba39a2fff82e82ec12941d6fec5d3010131320b746,36,0.16666666666666669,0.0,0.0,0.8125
gsm8k,far,0ddccee16a7a50c5d4c8af9836029befc5c6e385c256a3089399b7bdeeb04a2a,36,0.0,0.0,0.0,0.125
gsm8k,far,060edd899f95d83128cf6cce2fa88efef880218af000684c6ba710fff535034e,36,0.0,-0.03333333333333333,0.0,0.125
gsm8k,far,035f5831e174711adc99caee27750f2356b4e6909f13d63f7fba156f98d4ee2f,36,0.0,-0.04444444444444443,0.0,-0.1875
gsm8k,far,080675833c6d9ea281fa95c98ad19b53520b9f325e7fb22166adc5a022fe30d3,36,-0.05555555555555555,0.0,0.0,-0.125
gsm8k,far,100d7f43fdf5ead90d91c008ff476d016d2159d3877d4a98e664df4bb92ca70f,36,,-0.05555555555555555,0.0,0.0
gsm8k,far,127f18ac7549aa1eafe5e013d62920ab85613553af4804968f9540b125a41a24,36,,0.0,0.0,0.0
gsm8k,far,061501956468e82c77012647889111bf1af73b2f143f180a6e35fa567c1df02d,36,0.0,,0.0,0.0
gsm8k,far,135430c89fe3361e0ba10a378cac8e8330a7ee51a2bee358d3c90d6c771fb20c,36,,,0.0,-0.0625
gsm8k,far,0daf43cfc24208b108709a8f708bbc875ea8cc549e4a73773f4eb8d2fb8fdb0c,36,0.0,0.0,0.0,-0.125
gsm8k,far,05a3459f56466e97c0912a2b3c3bee5af75144a87235b5925b05efd4e743e773,36,0.0,0.03333333333333337,0.0,0.125
gsm8k,far,0c68e6790fdc82122a6bd073e5445c7d18884f0d52e244b36e2e414d4bafc243,36,,0.0,0.0,-0.5
gsm8k,far,0a2730fdc05ef2edb6c988513ccfaa1db0792771f0fc93fb25e365f11a44f2d6,36,0.16666666666666669,-0.020833333333333332,0.0,0.0
gsm8k,far,0e6917da254f9628339fe01af46d6cea6480a39db7e1ce845da507992460372a,36,0.6666666666666667,0.0,0.0,-0.0625
gsm8k,far,10b3cef0bc5a0a9461c025f0d700cc85329760cd826369ec293c66567d8a5579,36,0.22222222222222224,,1.0,1.875
gsm8k,far,0396c6f77522d494823274f87aea318b699ece84d2e7b08a473069673b026415,36,,0.0,0.0,0.5625
gsm8k,far,101b0e9aa8d1f2a4736b4f8440d2f26ca391e6eb5f42fa86bda7a9bb9fd0b9e4,36,0.0,0.0,0.0,0.0
gsm8k,far,0fc31d873d033932f2769af281e2c59dc7780055d2597030f02f7f93c66171bf,36,,0.0,0.0,0.0625
